feature_id,phylum,matched,LipidMolec,LipidID,ClassKey,SubClassKey,Adduct,Grade,IDScore,tier,ls_ppm_diff,ls_rt_diff,n_samples_detected,n_candidates,IonFormula
A15_OE26-1POS_106411,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_43445,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_220996,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_218866,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_209359,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_228320,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE11-3-POS_56856,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_25398,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE11-3-POS_35800,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE11-3-POS_34984,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_166467,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_223969,Thermoproteota,False,,,,,,,,,,,,,
A15_OE11-3-POS_94356,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_178333,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_157081,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_198735,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_84972,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_48386,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_170365,Thermoproteota,False,,,,,,,,,,,,,
A15_OE11-3-POS_94545,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_220605,Thermoproteota,False,,,,,,,,,,,,,
A15_OE26-1POS_104218,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_198600,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_49196,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_55123,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE11-3-POS_14913,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_209530,Thermoproteota,False,,,,,,,,,,,,,
A15_OE26-1POS_100588,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_196667,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE11-3-POS_97698,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_102695,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_193510,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_87525,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_48831,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_208616,Methanobacteriota,True,Cer(d20:1_24:1),Cer(d20:1_24:1)+H-H2O,Cer,acylceramides,M+H-H2O,C,0.0192504266609227,bronze,0.3311787014189293,0.1642547386812403,1.0,1.0,C44 H82 N1 O3
A15_OE26-1POS_38665,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_223970,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_195531,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_86709,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_209689,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_191389,Methanobacteriota,True,TG(27:7_18:3_18:3),TG(27:7_18:3_18:3)+Na,TG,triacyl,M+Na,C,0.7373670958949288,bronze,3.792214461458799,0.1458519999999978,1.0,1.0,C66 H102 Na1 O6
A15_OE11-3-POS_88675,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_206997,Methanobacteriota,True,Cer(d20:1_24:1),Cer(d20:1_24:1)+H-H2O,Cer,acylceramides,M+H-H2O,C,0.0192504266609227,bronze,0.5229637081984116,0.0348547386812398,1.0,1.0,C44 H82 N1 O3
A15_OE26-1POS_25961,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_208685,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_204614,Thermoproteota,False,,,,,,,,,,,,,
A15_OE11-3-POS_32652,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_223890,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_184613,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE11-3-POS_70872,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_95736,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_73912,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_169076,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_224879,Thermoproteota,False,,,,,,,,,,,,,
A15_OE26-1POS_20106,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_194705,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_27556,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_44645,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_25454,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_212857,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_222705,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_227279,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_228318,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_44569,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_208754,Thermoproteota,False,,,,,,,,,,,,,
A15_OE11-3-POS_100430,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE11-3-POS_75358,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_226405,Thermoproteota,False,,,,,,,,,,,,,
A15_OE26-1POS_11214,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_197310,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE11-3-POS_94200,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_8970,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE11-3-POS_105256,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE11-3-POS_91466,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE11-3-POS_87142,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE11-3-POS_62895,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_206416,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_206085,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_215496,Thermoproteota,True,TG(44:7_15:1)+OO:(s),TG(44:7_15:1)+Na+OO:(s),TG,triacyl,M+Na,C,0.0391396534634623,bronze,0.1618333046545427,0.0543678159085914,1.0,1.0,C62 H104 Na1 O8
A15_OE26-1POS_16470,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_27188,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE11-3-POS_95080,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_17285,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE11-3-POS_78611,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_200805,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_183938,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE11-3-POS_35658,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_222141,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE11-3-POS_84629,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_200804,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_229997,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_195922,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_184257,Methanobacteriota,True,TG(16:3_16:3_18:3),TG(16:3_16:3_18:3)+NH4,TG,triacyl,M+NH4,A,0.5458258554229797,gold,4.235134948944416,0.1194144999999977,2.0,1.0,C53 H88 N1 O6
A15_OE11-3-POS_92844,Methanobacteriota,True,PG(O-43:1),PG(O-43:1)+Na,PG,alkyl-acyl,M+Na,C,0.0235755751337458,bronze,2.728192412261729,0.2104420000000004,1.0,1.0,C49 H97 Na1 O9 P1
A15_OE26-1POS_22238,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE11-3-POS_94883,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_223815,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_214695,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_195113,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_225541,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_205559,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_102793,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_6238,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE11-3-POS_94353,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_82537,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_13503,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_215256,Thermoproteota,False,,,,,,,,,,,,,
A15_OE26-1POS_26761,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE11-3-POS_14211,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_223991,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_219781,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_25338,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_94405,Methanobacteriota,True,TG(46:5)+OO:(s),TG(46:5)+NH4+OO:(s),TG,triacyl,M+NH4,C,0.1621389480976998,bronze,2.457376480322896,0.1169539999999997,1.0,1.0,C49 H88 N1 O8
A15_OE21-4-POS_205679,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_186420,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_198798,Thermoproteota,False,,,,,,,,,,,,,
A15_OE11-3-POS_28497,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_232951,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_179120,Thermoproteota,False,,,,,,,,,,,,,
A15_OE11-3-POS_102949,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE11-3-POS_100825,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_92594,Methanobacteriota,True,TG(17:2_29:3)+OO:(s),TG(17:2_29:3)+NH4+OO:(s),TG,triacyl,M+NH4,C,0.0894917435980339,bronze,1.4454255196242027,0.1649730912863063,1.0,1.0,C49 H88 N1 O8
A15_OE21-4-POS_198737,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_231645,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_203528,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_201033,Thermoproteota,False,,,,,,,,,,,,,
A15_OE11-3-POS_18392,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_217784,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_227505,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_195923,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_229880,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_224555,Thermoproteota,False,,,,,,,,,,,,,
A15_OE26-1POS_103665,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_105988,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_209213,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_186509,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_100738,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_162662,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE11-3-POS_98182,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_203834,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_5146,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_148424,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_217305,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_153454,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_72766,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_191390,Thermoproteota,False,,,,,,,,,,,,,
A15_OE26-1POS_12816,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_219728,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_86912,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_231662,Thermoproteota,False,,,,,,,,,,,,,
A15_OE11-3-POS_53943,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_93947,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE11-3-POS_100246,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE11-3-POS_91093,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_208279,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_100914,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_202215,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_217433,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_101784,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_209144,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_220575,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_175981,Thermoproteota,False,,,,,,,,,,,,,
A15_OE26-1POS_91619,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_223670,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_102743,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_190233,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_198418,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_204714,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_169038,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_226579,Thermoproteota,False,,,,,,,,,,,,,
A15_OE26-1POS_12808,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE11-3-POS_29293,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_217562,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_218744,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_218374,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_196305,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_184832,Thermoproteota,True,TG(18:2_16:3_16:3),TG(18:2_16:3_16:3)+NH4,TG,triacyl,M+NH4,C,0.5216359182838582,bronze,3.154095971397503,0.1785730000000001,1.0,1.0,C53 H90 N1 O6
A15_OE21-4-POS_141769,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_102829,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_31973,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_2413,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_210110,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE11-3-POS_87281,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_211486,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE11-3-POS_105170,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_190339,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_199792,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_234079,Thermoproteota,False,,,,,,,,,,,,,
A15_OE26-1POS_55113,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_218063,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_218713,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_224919,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_208760,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_105259,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_231650,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_90948,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_220589,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_220418,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_67940,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_217647,Methanobacteriota,True,DG(O-20:0_20:0),DG(O-20:0_20:0)+NH4,DG,alkyl-acyl,M+NH4,B,0.3891676759454558,silver,0.5585905110702554,0.086031821147678,1.0,2.0,C43 H90 N1 O4
A15_OE21-4-POS_189658,Thermoproteota,True,PG(O-20:0_20:1),PG(O-20:0_20:1)+NH4,PG,alkyl-acyl,M+NH4,C,0.0946978178107111,bronze,1.7588032494251593,0.0941139190672153,1.0,2.0,C46 H95 N1 O9 P1
A15_OE21-4-POS_34600,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_221992,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_221481,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_218209,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_51713,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_217646,Thermoproteota,True,TG(54:7),TG(54:7)+NH4,TG,triacyl,M+NH4,C,0.3193157385001236,silver,0.1836453105077358,0.155437842507645,2.0,2.0,C57 H100 N1 O6
A15_OE11-3-POS_91260,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_99688,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_224019,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_223695,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_77221,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_97838,Methanobacteriota,True,TG(28:3_18:1)+OO:(s),TG(28:3_18:1)+NH4+OO:(s),TG,triacyl,M+NH4,B,0.9579136983476032,gold,0.3007343689409841,0.2319385931124884,5.0,2.0,C49 H90 N1 O8
A15_OE21-4-POS_31554,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_223684,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_212719,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_212117,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_218634,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_68294,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_215698,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_223691,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_142302,Methanobacteriota,True,WE(O-35:7),WE(O-35:7)+NH4,WE,Wax monoesters,M+NH4,C,0.4091704503832797,silver,2.277981337123757,0.2724367463593093,2.0,1.0,C35 H60 N1 O2
A15_OE21-4-POS_231774,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_220625,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_199662,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE11-3-POS_86584,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_102540,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_45694,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_221738,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_100897,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_16342,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_218910,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_220552,Methanobacteriota,True,DG(O-20:0_20:0),DG(O-20:0_20:0)+NH4,DG,alkyl-acyl,M+NH4,B,0.6692991935716737,silver,0.3834470901979662,0.1335722632519171,1.0,1.0,C43 H90 N1 O4
A15_OE21-4-POS_225420,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_218824,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_200120,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_203733,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_215637,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_88246,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_232066,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_221745,Thermoproteota,True,TG(16:0_16:0_18:4)+OO:(s),TG(16:0_16:0_18:4)+NH4+OO:(s),TG,triacyl,M+NH4,C,0.1479967728382363,bronze,3.058002800811054,0.0090822653721645,1.0,2.0,C53 H98 N1 O8
A15_OE26-1POS_37043,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_206435,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_231775,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_212688,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_207402,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE11-3-POS_105733,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_199919,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_184323,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_106459,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_31801,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_221905,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_186237,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_222343,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_42248,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_151374,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_196324,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_208240,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_187380,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_207001,Methanobacteriota,True,DG(O-26:4_20:5),DG(O-26:4_20:5)+NH4,DG,alkyl-acyl,M+NH4,C,0.455245786786415,bronze,0.3894292924804681,0.1513502953666794,1.0,2.0,C49 H84 N1 O4
A15_OE26-1POS_5150,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_3028,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_208925,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_164770,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_33226,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_185657,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_207632,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_186612,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_215376,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_189822,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_194308,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_60442,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE11-3-POS_105866,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_222224,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_13029,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE11-3-POS_62024,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_186063,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_103672,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_171066,Thermoproteota,True,PC(38:2),PC(38:2)+H,PC,diacyl,M+H,C,0.3794537432258886,bronze,1.945288765753045,0.0923440000000006,1.0,2.0,C46 H89 N1 O8 P1
A15_OE21-4-POS_193245,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_30545,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_98391,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_12312,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_222060,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_201593,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_199921,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_62799,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_94813,Methanobacteriota,True,TG(46:5)+OO:(s),TG(46:5)+NH4+OO:(s),TG,triacyl,M+NH4,C,0.1621389480976998,bronze,3.97205515849593,0.093954,1.0,1.0,C49 H88 N1 O8
A15_OE26-1POS_50455,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_222208,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_199692,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_12262,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_200909,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_207377,Thermoproteota,False,,,,,,,,,,,,,
A15_OE11-3-POS_86693,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_222640,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_207195,Thermoproteota,False,,,,,,,,,,,,,
A15_OE26-1POS_99998,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE11-3-POS_26236,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_224598,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_204564,Thermoproteota,False,,,,,,,,,,,,,
A15_OE11-3-POS_97696,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_71326,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_160954,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_195951,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_50443,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_93454,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_50656,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_209973,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE11-3-POS_16782,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_187611,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_204332,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_97333,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_35961,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_166828,Thermoproteota,False,,,,,,,,,,,,,
A15_OE21-4-POS_218395,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE21-4-POS_88092,Methanobacteriota,False,,,,,,,,,,,,,
A15_OE26-1POS_8015,Methanobacteriota,False,,,,,,,,,,,,,
