feature_id,consensus_mz,archlips_name,archlips_mw,archlips_formula,archlips_confidence,archlips_smiles,adduct,target_mz,mass_error_ppm,n_arch_ions,n_arch_nls,arch_ions,arch_nls,arch_detection_rate,archlips_tier,phylum,kingdom,spectral_support,evidence_basis,rt_uncertain
NEG_102120,1037.76225575,Hp-Archaeol(25:5(Me)_25:5(Me)),992.76803,C62H104O9,3,CC(C\C(C)=C\COC[C@H](COC1OC(C(O)CO)C(O)C(O)C1O)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,[M+HCOO]-,1037.76623,-3.829619701592805,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,Hp-Archaeol(25:5(Me)_25:5),978.75238,C61H102O9,3,CC(C\C(C)=C\COC[C@H](COC1OC(C(O)CO)C(O)C(O)C1O)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,[M+CH3COO]-,1037.76623,-3.829619701592805,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,Hp-Archaeol(25:5(Me)_25:5(Me)),992.76803,C62H104O9,3,CC(C\C(C)=C\COC[C@H](COC1OC(C(O)CO)C(O)C(O)C1O)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,[M+HCOO]-,1037.76623,-3.829619701592805,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,Sulfo-Gly-Archaeol(25:0(Me)_25:5),1038.77689,C60H110O11S,3,CC(C)CCCC(C)CCCC(C)CCCC(C)CC(C)CC(C)CCOC[C@H](COC1OC(COS(O)(=O)=O)C(O)C(O)C1O)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,[M-H]-,1037.76961,-7.086592177393024,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,Sulfo-Gly-Archaeol(25:1(Me)_25:4),1038.77689,C60H110O11S,3,CC(C)CCCC(C)CCCC(C)CCCC(C)CC(C)C\C(C)=C\COC[C@H](COC1OC(COS(O)(=O)=O)C(O)C(O)C1O)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)C,[M-H]-,1037.76961,-7.086592177393024,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,Sulfo-Gly-Archaeol(25:2(Me)_25:3),1038.77689,C60H110O11S,3,CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\C(C)C\C(C)=C\COC[C@H](COC1OC(COS(O)(=O)=O)C(O)C(O)C1O)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)CCCC(C)C,[M-H]-,1037.76961,-7.086592177393024,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,Sulfo-Gly-Archaeol(25:3(Me)_25:2),1038.77689,C60H110O11S,3,CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\CC\C(C)=C\CO[C@H](COC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CCCC(C)CCCC(C)C)COC1OC(COS(O)(=O)=O)C(O)C(O)C1O,[M-H]-,1037.76961,-7.086592177393024,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,Sulfo-Gly-Archaeol(25:4(Me)_25:1),1038.77689,C60H110O11S,3,CC(C)CCCC(C)CCCC(C)CCCC(C)CCC\C(C)=C\CO[C@H](COC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)C)COC1OC(COS(O)(=O)=O)C(O)C(O)C1O,[M-H]-,1037.76961,-7.086592177393024,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,Sulfo-Gly-Archaeol(25:5(Me)_25:0),1038.77689,C60H110O11S,3,CC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCO[C@H](COC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)COC1OC(COS(O)(=O)=O)C(O)C(O)C1O,[M-H]-,1037.76961,-7.086592177393024,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,Sulfo-Gly-Archaeol(25:0(Me)_25:5),1038.77689,C60H110O11S,3,CC(C)CCCC(C)CCCC(C)CCCC(C)CC(C)CC(C)CCOC[C@H](COC1OC(COS(O)(=O)=O)C(O)C(O)C1O)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,[M-H]-,1037.76961,-7.086592177393024,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,Sulfo-Gly-Archaeol(25:1(Me)_25:4),1038.77689,C60H110O11S,3,CC(C)CCCC(C)CCCC(C)CCCC(C)CC(C)C\C(C)=C\COC[C@H](COC1OC(COS(O)(=O)=O)C(O)C(O)C1O)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)C,[M-H]-,1037.76961,-7.086592177393024,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,Sulfo-Gly-Archaeol(25:2(Me)_25:3),1038.77689,C60H110O11S,3,CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\C(C)C\C(C)=C\COC[C@H](COC1OC(COS(O)(=O)=O)C(O)C(O)C1O)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)CCCC(C)C,[M-H]-,1037.76961,-7.086592177393024,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,Sulfo-Gly-Archaeol(25:3(Me)_25:2),1038.77689,C60H110O11S,3,CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\CC\C(C)=C\CO[C@H](COC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CCCC(C)CCCC(C)C)COC1OC(COS(O)(=O)=O)C(O)C(O)C1O,[M-H]-,1037.76961,-7.086592177393024,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,Sulfo-Gly-Archaeol(25:4(Me)_25:1),1038.77689,C60H110O11S,3,CC(C)CCCC(C)CCCC(C)CCCC(C)CCC\C(C)=C\CO[C@H](COC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)C)COC1OC(COS(O)(=O)=O)C(O)C(O)C1O,[M-H]-,1037.76961,-7.086592177393024,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,Sulfo-Gly-Archaeol(25:5(Me)_25:0),1038.77689,C60H110O11S,3,CC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCO[C@H](COC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)COC1OC(COS(O)(=O)=O)C(O)C(O)C1O,[M-H]-,1037.76961,-7.086592177393024,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,PPA-Archaeol(25:0(Me)_30:6(Me)),1038.77816,C60H112O9P2,5,CC(C)CCCC(C)CCCC(C)CCCC(C)CC(C)CC(C)CCOC[C@H](COP(O)(=O)OP(O)(O)=O)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,[M-H]-,1037.77088,-8.310360375634167,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,PPA-Archaeol(25:1(Me)_30:5(Me)),1038.77816,C60H112O9P2,5,CC(C)CCCC(C)CCCC(C)CCCC(C)CC(C)C\C(C)=C\COC[C@H](COP(O)(=O)OP(O)(O)=O)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)C,[M-H]-,1037.77088,-8.310360375634167,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,PPA-Archaeol(25:2(Me)_30:4(Me)),1038.77816,C60H112O9P2,5,CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\C(C)C\C(C)=C\COC[C@H](COP(O)(=O)OP(O)(O)=O)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)CCCC(C)C,[M-H]-,1037.77088,-8.310360375634167,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,PPA-Archaeol(25:3(Me)_30:3(Me)),1038.77816,C60H112O9P2,5,CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\CC\C(C)=C\C(C)C\C(C)=C\CO[C@H](COC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CCCC(C)CCCC(C)C)COP(O)(=O)OP(O)(O)=O,[M-H]-,1037.77088,-8.310360375634167,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,PPA-Archaeol(25:4(Me)_30:2(Me)),1038.77816,C60H112O9P2,5,CC(C)CCCC(C)CCCC(C)CCCC(C)CCC\C(C)=C\C(C)C\C(C)=C\CO[C@H](COC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)C)COP(O)(=O)OP(O)(O)=O,[M-H]-,1037.77088,-8.310360375634167,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,PPA-Archaeol(25:5(Me)_30:1(Me)),1038.77816,C60H112O9P2,5,CC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CC(C)C\C(C)=C\CO[C@H](COC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)COP(O)(=O)OP(O)(O)=O,[M-H]-,1037.77088,-8.310360375634167,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,PPA-Archaeol(25:0(Me)_30:6(Me)),1038.77816,C60H112O9P2,5,CC(C)CCCC(C)CCCC(C)CCCC(C)CC(C)CC(C)CCOC[C@H](COP(O)(=O)OP(O)(O)=O)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,[M-H]-,1037.77088,-8.310360375634167,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,PPA-Archaeol(25:1(Me)_30:5(Me)),1038.77816,C60H112O9P2,5,CC(C)CCCC(C)CCCC(C)CCCC(C)CC(C)C\C(C)=C\COC[C@H](COP(O)(=O)OP(O)(O)=O)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)C,[M-H]-,1037.77088,-8.310360375634167,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,PPA-Archaeol(25:2(Me)_30:4(Me)),1038.77816,C60H112O9P2,5,CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\C(C)C\C(C)=C\COC[C@H](COP(O)(=O)OP(O)(O)=O)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)CCCC(C)C,[M-H]-,1037.77088,-8.310360375634167,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,PPA-Archaeol(25:3(Me)_30:3(Me)),1038.77816,C60H112O9P2,5,CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\CC\C(C)=C\C(C)C\C(C)=C\CO[C@H](COC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CCCC(C)CCCC(C)C)COP(O)(=O)OP(O)(O)=O,[M-H]-,1037.77088,-8.310360375634167,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,PPA-Archaeol(25:4(Me)_30:2(Me)),1038.77816,C60H112O9P2,5,CC(C)CCCC(C)CCCC(C)CCCC(C)CCC\C(C)=C\C(C)C\C(C)=C\CO[C@H](COC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)C)COP(O)(=O)OP(O)(O)=O,[M-H]-,1037.77088,-8.310360375634167,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,PPA-Archaeol(25:5(Me)_30:1(Me)),1038.77816,C60H112O9P2,5,CC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CC(C)C\C(C)=C\CO[C@H](COC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)COP(O)(=O)OP(O)(O)=O,[M-H]-,1037.77088,-8.310360375634167,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,Me-PPA-Archaeol(25:0(Me)_30:6),1038.77816,C60H112O9P2,5,COP(O)(=O)OP(O)(=O)OC[C@@H](COCCC(C)CC(C)CC(C)CCCC(C)CCCC(C)CCCC(C)C)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,[M-H]-,1037.77088,-8.310360375634167,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,Me-PPA-Archaeol(25:1(Me)_30:5),1038.77816,C60H112O9P2,5,COP(O)(=O)OP(O)(=O)OC[C@@H](COC\C=C(/C)CC(C)CC(C)CCCC(C)CCCC(C)CCCC(C)C)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)C,[M-H]-,1037.77088,-8.310360375634167,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,Me-PPA-Archaeol(25:2(Me)_30:4),1038.77816,C60H112O9P2,5,COP(O)(=O)OP(O)(=O)OC[C@@H](COC\C=C(/C)CC(C)\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)CCCC(C)C,[M-H]-,1037.77088,-8.310360375634167,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,Me-PPA-Archaeol(25:3(Me)_30:3),1038.77816,C60H112O9P2,5,COP(O)(=O)OP(O)(=O)OC[C@@H](COC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CCCC(C)CCCC(C)C)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C,[M-H]-,1037.77088,-8.310360375634167,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,Me-PPA-Archaeol(25:4(Me)_30:2),1038.77816,C60H112O9P2,5,COP(O)(=O)OP(O)(=O)OC[C@@H](COC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)C)OC\C=C(/C)CC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)C,[M-H]-,1037.77088,-8.310360375634167,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,Me-PPA-Archaeol(25:5(Me)_30:1),1038.77816,C60H112O9P2,5,COP(O)(=O)OP(O)(=O)OC[C@@H](COC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)OC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)C,[M-H]-,1037.77088,-8.310360375634167,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,Me-PPA-Archaeol(25:0_30:6(Me)),1038.77816,C60H112O9P2,5,COP(O)(=O)OP(O)(=O)OC[C@@H](COCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)C)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,[M-H]-,1037.77088,-8.310360375634167,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,Me-PPA-Archaeol(25:1_30:5(Me)),1038.77816,C60H112O9P2,5,COP(O)(=O)OP(O)(=O)OC[C@@H](COC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)C)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)C,[M-H]-,1037.77088,-8.310360375634167,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,Me-PPA-Archaeol(25:2_30:4(Me)),1038.77816,C60H112O9P2,5,COP(O)(=O)OP(O)(=O)OC[C@@H](COC\C=C(/C)CC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)CCCC(C)C,[M-H]-,1037.77088,-8.310360375634167,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,Me-PPA-Archaeol(25:3_30:3(Me)),1038.77816,C60H112O9P2,5,COP(O)(=O)OP(O)(=O)OC[C@@H](COC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)CCCC(C)C)OC\C=C(/C)CC(C)\C=C(/C)CC\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C,[M-H]-,1037.77088,-8.310360375634167,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,Me-PPA-Archaeol(25:4_30:2(Me)),1038.77816,C60H112O9P2,5,COP(O)(=O)OP(O)(=O)OC[C@@H](COC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)C)OC\C=C(/C)CC(C)\C=C(/C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)C,[M-H]-,1037.77088,-8.310360375634167,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,Me-PPA-Archaeol(25:5_30:1(Me)),1038.77816,C60H112O9P2,5,COP(O)(=O)OP(O)(=O)OC[C@@H](COC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)OC\C=C(/C)CC(C)CC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)C,[M-H]-,1037.77088,-8.310360375634167,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,Me-PPA-Archaeol(25:0(Me)_30:6),1038.77816,C60H112O9P2,5,COP(O)(=O)OP(O)(=O)OC[C@@H](COCCC(C)CC(C)CC(C)CCCC(C)CCCC(C)CCCC(C)C)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,[M-H]-,1037.77088,-8.310360375634167,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,Me-PPA-Archaeol(25:1(Me)_30:5),1038.77816,C60H112O9P2,5,COP(O)(=O)OP(O)(=O)OC[C@@H](COC\C=C(/C)CC(C)CC(C)CCCC(C)CCCC(C)CCCC(C)C)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)C,[M-H]-,1037.77088,-8.310360375634167,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
NEG_102120,1037.76225575,Me-PPA-Archaeol(25:2(Me)_30:4),1038.77816,C60H112O9P2,5,COP(O)(=O)OP(O)(=O)OC[C@@H](COC\C=C(/C)CC(C)\C=C(/C)CCCC(C)CCCC(C)CCCC(C)C)OC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCCC(C)CCCC(C)C,[M-H]-,1037.77088,-8.310360375634167,0,0,,,0.0,Unvalidated,Methanobacteriota,Archaea,False,mass_and_detection_rate_only,False
